港澳海外,#genre#
Hoy77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv$国语
八度空间,http://php.jdshipin.com:8880/smt.php?id=TV8
ViuTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv2
ViuTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
ViuTV,http://php.jdshipin.com:8880/smt.php?id=viu1_twn
ViuTVSix,http://php.jdshipin.com:8880/smt.php?id=viusix_twn
Astro AEC,http://php.jdshipin.com/smt.php?id=AEC
Astro AEC,http://php.jdshipin.com:8880/smt.php?id=AEC
Astro QJ,http://php.jdshipin.com/smt.php?id=Quanjia
Astro QJ,http://php.jdshipin.com:8880/smt.php?id=Quanjia
Astro欢喜台,http://php.jdshipin.com/smt.php?id=Huahee
Astro欢喜台,http://php.jdshipin.com:8880/smt.php?id=Huahee
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视澳门,http://r.jdshipin.com/n2YZI
亞洲新聞台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
亞洲新聞台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
1905电影,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905
1905电影,http://php.jdshipin.com/1905.php?id=1905dy
1905电影,http://php.jdshipin.com/1905.php?id=1905dy2

广东地方,#genre#
番禺综合,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
东莞新闻综合,https://stream.sun0769.com/dgrtv1/mp4tv1_800/index.m3u8
东莞新闻综合,https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_800/index.m3u8
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8
中山综合,http://v.zsbtv.com.cn/lsdream/qTl38me/1000/live.m3u8
清远新闻综合,http://zmylivestream.nfnews.com/zmy_slive/25319.m3u8
肇庆综合,http://zmylivestream.nfnews.com/zmy_slive/27872.m3u8
肇庆生活服务,http://zmylivestream.nfnews.com/zmy_slive/27871.m3u8
云浮综合,https://livestream.oeeee.com/slive/28283.m3u8
云浮文旅,https://livestream.oeeee.com/slive/28284.m3u8
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源综合,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?_upt=f767206b1671099007
河源综合,http://tmpstream.hyrtv.cn/xwzh/playlist.m3u8?_upt=407e01941606112151
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/playlist.m3u8?_upt=c9befc281606112199
汕尾综合,https://iswtv.swrtv.com/live/xwzhpd.m3u8
汕尾文化生活,https://iswtv.swrtv.com/live/whshpd.m3u8
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8

IPTV广东,#genre#
广东综艺4K,rtsp://183.59.156.166/PLTV/88888905/224/3221229717/10000100000000060000000008643415_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ERADh4hieUGCNdNMPDEDsJw%7Ez_VYte5tqTOfYQkbCHN5_365YOUQJhyQxq7RLYlcFA4CWKhP7OGw8GsUngBQt_X-4JIwDb0gkqXZ0U2xsYFzgwtNoxoCHiZ9ZGpSkSfO3qQ%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250803102145%2C28589592%2C10.91.45.186%2C20250803102145%2C02000006000000052017112999000001%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000008643415_0%2CEND&GuardEncType=2
广东卫视4K,rtsp://183.59.156.166/PLTV/88888905/224/3221230302/807931402.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EmG6LRQRHyFT3PIpdiBc1Dw%7Ez_VYte5tqTOfYQkbCHN5_365YOUQJhyQxq7RLYlcFA4CWKhP7OGw8GsUngBQt_X-4JIwDb0gkqXZ0U2xsYFzgwtNoxoCHiZ9ZGpSkSfO3qQ%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250803102145%2C28589592%2C10.91.45.186%2C20250803102145%2C02000006000000052025061699000004%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C807931402%2CEND&GuardEncType=2
广东卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221227218/10000100000000060000000000988525_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EFqqKP_YcNL-1jY2wp1xT-Q%7Ez_VYte5tqTOfYQkbCHN5_365YOUQJhyQxq7RLYlcFA4CWKhP7OGw8GsUngBQt_X-4JIwDb0gkqXZ0U2xsYFzgwtNoxoCHiZ9ZGpSkSfO3qQ%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250803102145%2C28589592%2C10.91.45.186%2C20250803102145%2C02000001000000050000000000000374%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000988525_0%2CEND&GuardEncType=2
广东珠江,rtsp://183.59.156.166/PLTV/88888905/224/3221229811/10000100000000060000000009467087_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Ea3YVBdGOvbzgc7oDC7SCTg%7Ez_VYte5tqTOfYQkbCHN5_365YOUQJhyQxq7RLYlcFA4CWKhP7OGw8GsUngBQt_X-4JIwDb0gkqXZ0U2xsYFzgwtNoxoCHiZ9ZGpSkSfO3qQ%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250803102145%2C28589592%2C10.91.45.186%2C20250803102145%2C02000006000000052018092799000001%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000009467087_0%2CEND&GuardEncType=2
广东影视,rtsp://183.59.156.166/PLTV/88888905/224/3221229939/10000100000000060000000011293286_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EGHiuKN7Jl2gUfCwl512uww%7Ez_VYte5tqTOfYQkbCHN5_365YOUQJhyQxq7RLYlcFA4CWKhP7OGw8GsUngBQt_X-4JIwDb0gkqXZ0U2xsYFzgwtNoxoCHiZ9ZGpSkSfO3qQ%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250803102145%2C28589592%2C10.91.45.186%2C20250803102145%2C02000006000000052020101699000002%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000011293286_0%2CEND&GuardEncType=2
广东新闻,rtsp://183.59.156.166/PLTV/88888905/224/3221230032/320917528.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EYnsb3fV4MlIcgYjkCD-XqQ%7Ez_VYte5tqTOfYQkbCHN5_365YOUQJhyQxq7RLYlcFA4CWKhP7OGw8GsUngBQt_X-4JIwDb0gkqXZ0U2xsYFzgwtNoxoCHiZ9ZGpSkSfO3qQ%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250803102145%2C28589592%2C10.91.45.186%2C20250803102145%2C02000006000000052020121799000001%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C320917528%2CEND&GuardEncType=2
广东民生,rtsp://183.59.156.166/PLTV/88888905/224/3221230072/10000100000000060000000011293287_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E5YFYGtgqgpS0uRPvbBBWow%7Ez_VYte5tqTOfYQkbCHN5_365YOUQJhyQxq7RLYlcFA4CWKhP7OGw8GsUngBQt_X-4JIwDb0gkqXZ0U2xsYFzgwtNoxoCHiZ9ZGpSkSfO3qQ%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250803102145%2C28589592%2C10.91.45.186%2C20250803102145%2C02000006000000052020101699000003%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000011293287_0%2CEND&GuardEncType=2
广东少儿,rtsp://183.59.156.166/PLTV/88888905/224/3221230010/10000100000000060000000011293288_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E_hI47td-49nnWO1hD4vU7g%7Ez_VYte5tqTOfYQkbCHN5_365YOUQJhyQxq7RLYlcFA4CWKhP7OGw8GsUngBQt_X-4JIwDb0gkqXZ0U2xsYFzgwtNoxoCHiZ9ZGpSkSfO3qQ%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250803102145%2C28589592%2C10.91.45.186%2C20250803102145%2C02000006000000052020101699000004%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000011293288_0%2CEND&GuardEncType=2
经济科教,rtsp://183.59.156.166/PLTV/88888905/224/3221227238/10000100000000060000000000987130_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Emele95pxiu0UTwwpqUeWvA%7Ez_VYte5tqTOfYQkbCHN5_365YOUQJhyQxq7RLYlcFA4CWKhP7OGw8GsUngBQt_X-4JIwDb0gkqXZ0U2xsYFzgwtNoxoCHiZ9ZGpSkSfO3qQ%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250803102145%2C28589592%2C10.91.45.186%2C20250803102145%2C02000001000000050000000000000375%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000987130_0%2CEND&GuardEncType=2
广东体育,rtsp://183.59.156.166/PLTV/88888905/224/3221227818/10000100000000060000000005076859_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EHh18y9EBEPNQLDrFl6bzvQ%7Ez_VYte5tqTOfYQkbCHN5_365YOUQJhyQxq7RLYlcFA4CWKhP7OGw8GsUngBQt_X-4JIwDb0gkqXZ0U2xsYFzgwtNoxoCHiZ9ZGpSkSfO3qQ%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250803102145%2C28589592%2C10.91.45.186%2C20250803102145%2C02000004000000052015081800000003%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000005076859_0%2CEND&GuardEncType=2
广东移动,rtsp://183.59.156.166/PLTV/88888905/224/3221227209/10000100000000060000000000987164_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EVb8-2S-6AKeMAFhv98MVQA%7Ez_VYte5tqTOfYQkbCHN5_365YOUQJhyQxq7RLYlcFA4CWKhP7OGw8GsUngBQt_X-4JIwDb0gkqXZ0U2xsYFzgwtNoxoCHiZ9ZGpSkSfO3qQ%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250803102145%2C28589592%2C10.91.45.186%2C20250803102145%2C02000001000000050000000000000387%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000987164_0%2CEND&GuardEncType=2
大湾区卫视,rtsp://183.59.156.166/PLTV/88888905/224/3221230001/10000100000000060000000011293289_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EX0PewjSIz0tu2R4kmNEkjQ%7Ez_VYte5tqTOfYQkbCHN5_365YOUQJhyQxq7RLYlcFA4CWKhP7OGw8GsUngBQt_X-4JIwDb0gkqXZ0U2xsYFzgwtNoxoCHiZ9ZGpSkSfO3qQ%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250803102145%2C28589592%2C10.91.45.186%2C20250803102145%2C02000006000000052020101699000001%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000011293289_0%2CEND&GuardEncType=2
岭南戏曲,rtsp://183.59.156.166/PLTV/88888905/224/3221230103/669448382.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Ep7TPBcFdf0Alh8NInVZARA%7Ez_VYte5tqTOfYQkbCHN5_365YOUQJhyQxq7RLYlcFA4CWKhP7OGw8GsUngBQt_X-4JIwDb0gkqXZ0U2xsYFzgwtNoxoCHiZ9ZGpSkSfO3qQ%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250803102145%2C28589592%2C10.91.45.186%2C20250803102145%2C02000006000000052023072599000001%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C669448382%2CEND&GuardEncType=2
现代教育,rtsp://183.59.156.166/PLTV/88888905/224/3221230127/669448259.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EDJPo-TXdOTsHfVfUNkdl1Q%7Ez_VYte5tqTOfYQkbCHN5_365YOUQJhyQxq7RLYlcFA4CWKhP7OGw8GsUngBQt_X-4JIwDb0gkqXZ0U2xsYFzgwtNoxoCHiZ9ZGpSkSfO3qQ%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250803102145%2C28589592%2C10.91.45.186%2C20250803102145%2C02000006000000052023072599000002%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C669448259%2CEND&GuardEncType=2
广州影视,rtsp://183.59.156.166/PLTV/88888905/224/3221230115/453198755.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E9FBJ_UqXu9Ay9pjrlAiEFQ%7Ez_VYte5tqTOfYQkbCHN5_365YOUQJhyQxq7RLYlcFA4CWKhP7OGw8GsUngBQt_X-4JIwDb0gkqXZ0U2xsYFzgwtNoxoCHiZ9ZGpSkSfO3qQ%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250803102145%2C28589592%2C10.91.45.186%2C20250803102145%2C02000006000000052022011999000008%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C453198755%2CEND&GuardEncType=2
广州新闻,rtsp://183.59.156.166/PLTV/88888905/224/3221230113/453206913.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EDqr8xed2V_KeY7MlH3zzCw%7Ez_VYte5tqTOfYQkbCHN5_365YOUQJhyQxq7RLYlcFA4CWKhP7OGw8GsUngBQt_X-4JIwDb0gkqXZ0U2xsYFzgwtNoxoCHiZ9ZGpSkSfO3qQ%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250803102145%2C28589592%2C10.91.45.186%2C20250803102145%2C02000006000000052022011999000007%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C453206913%2CEND&GuardEncType=2
广州综合,rtsp://183.59.156.166/PLTV/88888905/224/3221230104/453207146.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E9L50UHFK7dRfK358-Iss5w%7Ez_VYte5tqTOfYQkbCHN5_365YOUQJhyQxq7RLYlcFA4CWKhP7OGw8GsUngBQt_X-4JIwDb0gkqXZ0U2xsYFzgwtNoxoCHiZ9ZGpSkSfO3qQ%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250803102145%2C28589592%2C10.91.45.186%2C20250803102145%2C02000006000000052022011999000006%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C453207146%2CEND&GuardEncType=2
广州法治,rtsp://183.59.156.166/PLTV/88888905/224/3221230168/453206912.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E1gn4Irk2iZvG_VSafQrC7A%7Ez_VYte5tqTOfYQkbCHN5_365YOUQJhyQxq7RLYlcFA4CWKhP7OGw8GsUngBQt_X-4JIwDb0gkqXZ0U2xsYFzgwtNoxoCHiZ9ZGpSkSfO3qQ%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250803102145%2C28589592%2C10.91.45.186%2C20250803102145%2C02000006000000052022011999000009%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C453206912%2CEND&GuardEncType=2
南国都市4K,rtsp://183.59.156.166/PLTV/88888905/224/3221230174/486705679.smil?rrsip=125.88.70.140,rrsip=125.88.104.40&zoneoffset=480&icpid=1111116&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EzZr9yZ6u0gkFA79iIwtmRA%7Ez_VYte5tqTOfYQkbCHN5_365YOUQJhyQxq7RLYlcFA4CWKhP7OGw8GsUngBQt_X-4JIwDb0gkqXZ0U2xsYFzgwtNoxoCHiZ9ZGpSkSfO3qQ%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250803102145%2C28589592%2C10.91.45.186%2C20250803102145%2C02000006000000052022042799000002%2C28589592%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C486705679%2CEND&GuardEncType=2
深圳电视剧,rtsp://183.59.156.166/PLTV/88888895/224/3221230004/348550882.smil?rrsip=125.88.104.40,rrsip=125.88.70.140&zoneoffset=0&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EhOoyjvgioEhFsWD7dXsiRA%7E9bzNft-HcZFCeExbAIBFz2cC0fyGiCjmRun3qJcUvVq4UUXMsNbFHqbHgXqo54gRbNQZuQ-OF8s2ECay9XdYyApYNl3LOYt7bl8sbmsCt5M%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250828135813%2C21413756%2C10.169.65.130%2C20250828135813%2C07550001000000050000000000000244%2C21413756%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C348550882%2CEND
深圳都市,rtsp://183.59.156.166/PLTV/88888895/224/3221229984/356419500.smil?rrsip=125.88.104.40,rrsip=125.88.70.140&zoneoffset=0&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7ElDUpkUce77XAuuyRh4kF0g%7E9bzNft-HcZFCeExbAIBFz2cC0fyGiCjmRun3qJcUvVq4UUXMsNbFHqbHgXqo54gRbNQZuQ-OF8s2ECay9XdYyApYNl3LOYt7bl8sbmsCt5M%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250828135813%2C21413756%2C10.169.65.130%2C20250828135813%2C07550001000000050000000000000301%2C21413756%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C356419500%2CEND
深圳宝安,rtsp://183.59.156.166/PLTV/88888895/224/3221226894/00000100000000060000000000471118_0.smil?rrsip=125.88.104.40,rrsip=125.88.70.140&zoneoffset=0&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7ErPwXDHxbvSbwOH92JgJHyQ%7E9bzNft-HcZFCeExbAIBFz2cC0fyGiCjmRun3qJcUvVq4UUXMsNbFHqbHgXqo54gRbNQZuQ-OF8s2ECay9XdYyApYNl3LOYt7bl8sbmsCt5M%7EExtInfoPC2ZKLw95m5z2wHEEFeSaQ%3A20250828135813%2C21413756%2C10.169.65.130%2C20250828135813%2C31000100000000050000000000040976%2C21413756%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C00000100000000060000000000471118_0%2CEND
